site,species_code,chinese_name,latin_name,family,genus_cn,source,latin_missing
nbh,NA,薄叶润楠,Machilus leptophylla,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,藤漆,Pegia nitida,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,虎克粗叶木,Lasianthus hookeri var. hookeri,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,蜡质水东哥,Saurauia cerea,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,裂果金花,Schizomussaenda dehiscens,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,西南木荷,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,西南猫尾木,Dolichandrone stipulata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,西川朴,Celtis vandervoetiana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,西桦,Betula alnoides,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,见血飞,Caesalpinia cucullata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,象鼻藤,Dalbergia mimosoides,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,贵州香花藤,Aganosma navaillei,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,赛楠,Nothaphoebe cavaleriei,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,赤瓟,Thladiantha dubia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,赤苍藤,Erythropalum scandens,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,赪桐,Clerodendrum japonicum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,辛果漆,Drimycarpus racemosus,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,连蕊藤,Parabaena sagittata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,醉鱼草,Buddleja lindleyana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,里白算盘子,Glochidion triandrum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,重阳木,Bischofia polycarpa,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,野柿,Diospyros kaki var. silvestris,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,野波罗蜜,Artocarpus lacucha,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,野靛棵,Mananthes patentiflora,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,金叶子,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,钝叶桂,Cinnamomum bejolghota,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,钝叶黄檀,Dalbergia obtusifolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,锈荚藤,Bauhinia erythropoda,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,锥头麻,Poikilospermum suaveolens,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,锯叶竹节树,Carallia diplopetala,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,长叶柞木,Xylosma longifolium,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,长叶金橘,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,长果木棉,Bombax insigne,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,长柄油丹,Alseodaphne petiolaris,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,长柱山丹,Duperrea pavettaefolia,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,长梗三宝木,Trigonostemon thyrsoideus,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,长籽马钱,Strychnos wallichiana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,阔叶蒲桃,Syzygium latilimbum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,韶子,Nephelium chryseum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,顶果木,Acrocarpus fraxinifolius,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,风吹楠,Horsfieldia glabra,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,飞龙掌血,Toddalia asiatica,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,香港大沙叶,Pavetta hongkongensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,香港樫木,Dysoxylum hongkongense,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,香港鹰爪花,Artabotrys hongkongensis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,高山榕,Ficus altissima,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,高檐蒲桃,Syzygium oblatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,高砂悬钩子,Rubus nagasawanus,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,髯毛八角枫,Alangium barbatum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,鳞片水麻,Debregeasia squamata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,鸡嗉子榕,NA,NA,NA,splist/nabanhe_splist.csv,TRUE
nbh,NA,鹧鸪花,Trichilia connaroides,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,麻楝,Chukrasia tabularis,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黄杞,Engelhardtia roxburghiana,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黄棉木,Metadina trichotoma,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黄樟,Cinnamomum parthenoxylon,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黄毛豆腐柴,Premna fulva,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黄牛木,Cratoxylum cochinchinense,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黄花胡椒,Piper flaviflorum,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黄葛树,Ficus virens var. sublanceolata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黑木姜子,Litsea atrata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,黑黄檀,Dalbergia fusca,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,齿叶枇杷,Eriobotrya serrata,NA,NA,splist/nabanhe_splist.csv,FALSE
nbh,NA,龙果,Pouteria grandifolia,NA,NA,splist/nabanhe_splist.csv,FALSE
pdc,NA,东方茶藨子,Ribes orientale,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,丽江云杉,Picea likiangensis,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,云南双盾木,Dipelta yunnanensis,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,云南小檗,Berberis yunnanensis,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,云南杜鹃,Rhododendron yunnanense,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,唐古特忍冬,Lonicera tangutica,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,坡柳,Salix myrtillacea,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,基毛杜鹃,Rhododendron rigidum,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,宽钟杜鹃,Rhododendron beesianum,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,小果茶藨子,Ribes vilmorinii,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,康边茶藨子,Ribes kialanum,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,扁刺蔷薇,Rosa sweginzowii,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,栎叶杜鹃,Rhododendron phaeochrysum,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,深灰槭,Acer caesium,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,灰栒子,Cotoneaster acutifolius,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,红桦,Betula albosinensis,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,红棕杜鹃,Rhododendron rubiginosum,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,细梗蔷薇,Rosa graciliflora,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,细齿樱桃,Prunus serrula,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,绒毛杜鹃,Rhododendron pachytrichum,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,腹毛柳,Salix delavayana,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,腺果杜鹃,Rhododendron davidii,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,裂毛杜鹃,Rhododendron × sinosimulans,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,西南花楸,Sorbus rehderiana,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,铁包金,Berchemia lineata,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,长苞冷杉,Abies georgei,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,雪山杜鹃,Rhododendron aganniphum,NA,NA,splist/pdc_splist.csv,FALSE
pdc,NA,黄杯杜鹃,Rhododendron wardii,NA,NA,splist/pdc_splist.csv,FALSE
tt,FICERE,AXTXG_矮小天仙果,Ficus erecta,桑科,榕属,splist/ttsp.xlsx,FALSE
tt,MALAPE,BBY_白背叶,Mallotus apelta,大戟科,野桐属,splist/ttsp.xlsx,FALSE
tt,EUOCEN,BCWM_百齿卫矛,Euonymus centidens,卫矛科,卫矛属,splist/ttsp.xlsx,FALSE
tt,TARMOL,BHKDL_白花苦灯笼,Tarenna mollissima,茜草科,乌口树属,splist/ttsp.xlsx,FALSE
tt,MELRIG,BLZ_笔罗子,Meliosma rigida,清风藤科,泡花树属,splist/ttsp.xlsx,FALSE
tt,LITCOR,BPZ_豹皮樟,Litsea coreana var. sinensis,樟科,木姜子属,splist/ttsp.xlsx,FALSE
tt,SYMPAN,BT_白檀,Symplocos paniculata,山矾科,山矾属,splist/ttsp.xlsx,FALSE
tt,MACLEP,BYRN_薄叶润楠,Machilus leptophylla,樟科,润楠属,splist/ttsp.xlsx,FALSE
tt,SYMANO,BYSF_薄叶山矾,Symplocos anomala,山矾科,山矾属,splist/ttsp.xlsx,FALSE
tt,MUSESQ,CH_黐花,Mussaenda esquirolii,茜草科,玉叶金花属,splist/ttsp.xlsx,FALSE
tt,TETGLA,CLWY_臭辣吴萸,Tetradium glabrifolium,芸香科,四数花属,splist/ttsp.xlsx,FALSE
tt,VACTRI,CMYJ_刺毛越桔,Vaccinium trichocladum,杜鹃花科,越桔属,splist/ttsp.xlsx,FALSE
tt,SASTZU,CM_檫木,Sassafras tzumu,樟科,檫木属,splist/ttsp.xlsx,FALSE
tt,SYZBUX,CN_赤楠,Syzygium buxifolium,桃金娘科,蒲桃属,splist/ttsp.xlsx,FALSE
tt,CYCGIL,CPQG_赤皮青冈,Cyclobalanopsis gilva,壳斗科,青冈属,splist/ttsp.xlsx,FALSE
tt,KALSEP,CQ_刺楸,Kalopanax septemlobus,五加科,刺楸属,splist/ttsp.xlsx,FALSE
tt,LAUSPI,CYGY_刺叶桂樱,Laurocerasus spinulosa,蔷薇科,桂樱属,splist/ttsp.xlsx,FALSE
tt,ZANAIL,CYHJ_椿叶花椒,Zanthoxylum ailanthoides,芸香科,花椒属,splist/ttsp.xlsx,FALSE
tt,APHASP,CYS_糙叶树,Aphananthe aspera,榆科,糙叶树属,splist/ttsp.xlsx,FALSE
tt,ALNFOR,CYY_赤杨叶,Alniphyllum fortunei,野茉莉科,赤杨叶属,splist/ttsp.xlsx,FALSE
tt,CAMSIN,C_茶,Camellia sinensis,山茶科,山茶属,splist/ttsp.xlsx,FALSE
tt,PREMIC,DFC_豆腐柴,Premna microphylla,马鞭草科,豆腐柴属,splist/ttsp.xlsx,FALSE
tt,ILEBUE,DGDQ_短梗冬青,Ilex buergeri,冬青科,冬青属,splist/ttsp.xlsx,FALSE
tt,RHOSIM,DJ_杜鹃,Rhododendron simsii,杜鹃花科,杜鹃属,splist/ttsp.xlsx,FALSE
tt,ILECHI,DQ_冬青,Ilex chinensis,冬青科,冬青属,splist/ttsp.xlsx,FALSE
tt,CLECYR,DQ_大青,Clerodendrum cyrtophyllum,马鞭草科,大青属,splist/ttsp.xlsx,FALSE
tt,CORCON,DTS_灯台树,Cornus controversa,山茱萸科,山茱萸属,splist/ttsp.xlsx,FALSE
tt,ILELAT,DYDQ_大叶冬青,Ilex latifolia,冬青科,冬青属,splist/ttsp.xlsx,FALSE
tt,ZELSCH,DYJS_大叶榉树,Zelkova schneideriana,榆科,榉属,splist/ttsp.xlsx,FALSE
tt,CERSUB,DYZY_大叶早樱,Cerasus subhirtella,蔷薇科,樱属,splist/ttsp.xlsx,FALSE
tt,ELADEC,DY_杜英,Elaeocarpus decipiens,杜英科,杜英属,splist/ttsp.xlsx,FALSE
tt,TORGRA,FS_榧树,Torreya grandis,红豆杉科,榧树属,splist/ttsp.xlsx,FALSE
tt,LIQFOR,FXS_枫香树,Liquidambar formosana,金缕梅科,枫香树属,splist/ttsp.xlsx,FALSE
